,index,date,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW
hour_start,,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
979,979,2019-11-05,320800.0,337016.0,332917.0,321064.0,307026.0,287533.0,265069.0,247276.0,235888.0,228331.0,223729.0,223677.0,231264.0,250084.0,275697.0,285792.0,277439.0,273138.0,271988.0,272140.0,277706.0,290884.0,251394.0,311918.0
980,980,2019-11-06,324287.0,338497.0,334242.0,323175.0,310515.0,293156.0,270839.0,251920.0,239516.0,231925.0,226753.0,225678.0,232934.0,250746.0,275699.0,286948.0,284245.0,281551.0,277537.0,275219.0,278756.0,286630.0,296108.0,306709.0
981,981,2019-11-07,319444.0,335670.0,331865.0,322358.0,309502.0,292628.0,271501.0,252978.0,240686.0,232743.0,227650.0,226903.0,233516.0,251650.0,276226.0,287363.0,284466.0,279109.0,276317.0,274805.0,279446.0,289168.0,297703.0,311207.0
982,982,2019-11-08,324858.0,340211.0,334811.0,324445.0,311499.0,294861.0,273532.0,254660.0,241503.0,233065.0,227774.0,226762.0,232956.0,249836.0,273580.0,284125.0,282206.0,278807.0,278501.0,279538.0,284661.0,294753.0,305925.0,317509.0
983,983,2019-11-09,329456.0,341676.0,332036.0,319691.0,307730.0,294851.0,277580.0,258459.0,243927.0,234893.0,228339.0,225128.0,226570.0,233532.0,240528.0,243957.0,246139.0,245048.0,246617.0,248667.0,253317.0,261818.0,273375.0,288414.0
984,984,2019-11-10,302659.0,319225.0,310146.0,298698.0,287516.0,275918.0,261233.0,245731.0,233171.0,224110.0,217869.0,215040.0,215976.0,220793.0,224438.0,226170.0,228420.0,225172.0,222557.0,221883.0,225737.0,234653.0,247102.0,260110.0
985,985,2019-11-11,279304.0,304434.0,301717.0,293235.0,283306.0,270594.0,254293.0,238693.0,228474.0,221707.0,218351.0,218950.0,226074.0,243389.0,264588.0,272608.0,272912.0,269221.0,267543.0,269671.0,274858.0,285673.0,146980.0,308247.0
986,986,2019-11-12,321919.0,345885.0,335447.0,322867.0,308676.0,293468.0,271514.0,251530.0,238799.0,230857.0,225975.0,225322.0,230861.0,250033.0,275609.0,286363.0,282113.0,276851.0,276476.0,277549.0,283178.0,294750.0,304758.0,314078.0
987,987,2019-11-13,325490.0,342235.0,334417.0,322649.0,309304.0,292574.0,270805.0,250889.0,237536.0,229534.0,224382.0,223078.0,229234.0,246576.0,270949.0,284475.0,282571.0,277616.0,276100.0,277037.0,281517.0,289860.0,147755.0,306680.0
988,988,2019-11-14,317108.0,336551.0,329473.0,320462.0,308339.0,291925.0,269924.0,251550.0,238298.0,230041.0,224754.0,224164.0,230352.0,248030.0,273240.0,286018.0,284501.0,278344.0,275213.0,273909.0,279020.0,288170.0,295134.0,301811.0
989,989,2019-11-15,312773.0,333460.0,329025.0,320366.0,308830.0,291886.0,270565.0,251918.0,239601.0,231115.0,226020.0,224668.0,230489.0,246881.0,270556.0,283476.0,282062.0,276201.0,272192.0,269639.0,270519.0,277197.0,284719.0,292733.0
990,990,2019-11-16,305184.0,325616.0,320070.0,309693.0,299435.0,287547.0,270552.0,252324.0,238572.0,229321.0,223285.0,220679.0,221905.0,229060.0,237401.0,242022.0,243461.0,238422.0,236276.0,235911.0,237778.0,244449.0,254489.0,268834.0
991,991,2019-11-17,285125.0,307455.0,302973.0,293488.0,283352.0,272371.0,258898.0,242989.0,230825.0,221628.0,215946.0,213286.0,214039.0,218220.0,222724.0,224357.0,225196.0,222821.0,224196.0,229318.0,235481.0,245326.0,259094.0,276863.0
992,992,2019-11-18,296498.0,317769.0,311911.0,301663.0,290167.0,275284.0,256311.0,238727.0,227846.0,220315.0,216234.0,216152.0,224061.0,242798.0,269132.0,283298.0,281259.0,276773.0,278986.0,285089.0,293027.0,305557.0,319211.0,328743.0
993,993,2019-11-19,338220.0,351113.0,339450.0,326437.0,313581.0,295681.0,272967.0,253672.0,240734.0,230998.0,225711.0,224647.0,229783.0,247346.0,274491.0,287571.0,285609.0,283641.0,283822.0,285279.0,286607.0,296747.0,300388.0,305178.0
994,994,2019-11-20,314464.0,336509.0,331742.0,322342.0,310718.0,294173.0,272427.0,253147.0,240645.0,231943.0,226886.0,225169.0,230764.0,249285.0,275383.0,289212.0,288870.0,286085.0,285703.0,283570.0,283559.0,283858.0,287472.0,294989.0
995,995,2019-11-21,307332.0,331094.0,327706.0,320248.0,310586.0,295187.0,275350.0,254995.0,241765.0,232839.0,228340.0,227147.0,233838.0,252414.0,278491.0,291842.0,286775.0,278727.0,271947.0,268914.0,267548.0,271857.0,276020.0,286376.0
996,996,2019-11-22,302950.0,329546.0,325645.0,318030.0,309110.0,294293.0,273864.0,255510.0,242731.0,234407.0,229975.0,228663.0,235224.0,252751.0,279807.0,292257.0,282862.0,273108.0,265756.0,261110.0,260849.0,266131.0,228174.0,280814.0
997,997,2019-11-23,301226.0,324563.0,319443.0,310382.0,301210.0,289508.0,272694.0,255100.0,241718.0,233070.0,226971.0,224055.0,189090.0,234370.0,244217.0,249852.0,248564.0,241560.0,235064.0,231237.0,230965.0,232766.0,240115.0,252165.0
998,998,2019-11-24,274632.0,302130.0,298440.0,292117.0,284697.0,275357.0,260997.0,245367.0,233215.0,227344.0,222544.0,220193.0,221701.0,227210.0,232984.0,234285.0,232268.0,224096.0,218221.0,215097.0,216858.0,221454.0,230646.0,246153.0
999,999,2019-11-25,271173.0,302358.0,299165.0,291991.0,283478.0,272475.0,256569.0,237936.0,225149.0,219710.0,217913.0,217484.0,226573.0,246453.0,274323.0,283498.0,278906.0,269982.0,260647.0,257132.0,257912.0,262443.0,270645.0,283343.0
1000,1000,2019-11-26,302591.0,330861.0,327706.0,318675.0,308411.0,294490.0,274234.0,254900.0,240844.0,233249.0,229449.0,229150.0,236659.0,255322.0,281836.0,290623.0,286244.0,277514.0,275211.0,276677.0,280655.0,287413.0,293117.0,302112.0
1001,1001,2019-11-27,316497.0,341977.0,335166.0,327779.0,317027.0,300755.0,279298.0,259878.0,246151.0,237598.0,231551.0,229160.0,235785.0,253011.0,277869.0,287853.0,292415.0,295099.0,292930.0,292307.0,291038.0,292914.0,292635.0,295707.0
1002,1002,2019-11-28,311851.0,338883.0,336243.0,324897.0,315192.0,301700.0,281656.0,263222.0,225926.0,236566.0,230031.0,226716.0,227909.0,234264.0,242677.0,251616.0,217353.0,246579.0,274983.0,278381.0,280457.0,279823.0,276321.0,274650.0
1003,1003,2019-11-29,283239.0,295118.0,284136.0,279889.0,277678.0,274107.0,263499.0,250495.0,239976.0,232350.0,226947.0,225022.0,228966.0,238926.0,251175.0,258039.0,258536.0,250885.0,239989.0,236206.0,235122.0,236620.0,247059.0,259983.0
1004,1004,2019-11-30,283229.0,315900.0,311734.0,306403.0,301293.0,293613.0,277932.0,260683.0,,,,,,,,,,,,,,,,
1005,1005,2019-12-01,,,,,,,,,243904.0,233499.0,227074.0,223916.0,224828.0,228860.0,235479.0,239774.0,245007.0,249582.0,250346.0,251923.0,252537.0,255654.0,261740.0,271491.0
1006,1006,2019-12-02,295723.0,320998.0,315052.0,311035.0,303476.0,289370.0,268278.0,248165.0,236059.0,227881.0,223912.0,223414.0,232221.0,253283.0,281697.0,297286.0,296164.0,286619.0,278823.0,275876.0,277336.0,284879.0,289364.0,292847.0
1007,1007,2019-12-03,313575.0,341866.0,335353.0,329977.0,320045.0,304038.0,281577.0,259921.0,224456.0,237331.0,232273.0,229161.0,235276.0,254089.0,283311.0,298396.0,296621.0,293786.0,291660.0,288466.0,288381.0,291744.0,296738.0,304338.0
1008,1008,2019-12-04,320875.0,343809.0,336245.0,331517.0,242880.0,305282.0,281616.0,259373.0,243502.0,234055.0,228902.0,227327.0,234353.0,252233.0,280492.0,297250.0,304925.0,312561.0,316820.0,317032.0,310029.0,305468.0,202636.0,307240.0
1009,1009,2019-12-05,321504.0,344663.0,339778.0,333763.0,324065.0,306809.0,282042.0,260118.0,244998.0,235435.0,230383.0,228877.0,235024.0,253218.0,283195.0,296393.0,291783.0,280713.0,270896.0,266734.0,267659.0,275788.0,283028.0,290738.0
1010,1010,2019-12-06,309425.0,338303.0,331573.0,326519.0,318166.0,302539.0,279718.0,258161.0,242915.0,233680.0,228582.0,227247.0,233320.0,250655.0,278489.0,292518.0,286519.0,277064.0,269612.0,264850.0,268226.0,282491.0,293044.0,298650.0
1011,1011,2019-12-07,314865.0,336969.0,327729.0,319446.0,311130.0,298881.0,280203.0,260407.0,244921.0,234558.0,228020.0,224332.0,225271.0,232076.0,243336.0,250083.0,258806.0,262985.0,264356.0,265039.0,266831.0,269859.0,274587.0,282865.0
1012,1012,2019-12-08,299328.0,318658.0,311526.0,304320.0,294009.0,283921.0,268654.0,250521.0,235506.0,225992.0,219982.0,216295.0,215679.0,220209.0,227239.0,231587.0,239526.0,243064.0,242580.0,242043.0,241669.0,241857.0,248489.0,256853.0
1013,1013,2019-12-09,280543.0,311115.0,310088.0,306105.0,299370.0,286203.0,265371.0,245001.0,231370.0,223009.0,219627.0,220322.0,228003.0,248729.0,280576.0,296500.0,294312.0,286832.0,277933.0,272680.0,269915.0,270071.0,274846.0,282869.0
1014,1014,2019-12-10,305508.0,336665.0,338930.0,332782.0,324040.0,308282.0,284231.0,261190.0,246486.0,237668.0,232527.0,231589.0,238646.0,257982.0,289308.0,303558.0,299659.0,289864.0,285237.0,277262.0,274045.0,275338.0,281753.0,290254.0
1015,1015,2019-12-11,310974.0,339601.0,338820.0,334028.0,325486.0,310101.0,286873.0,263882.0,246896.0,236780.0,231892.0,230120.0,237032.0,256986.0,285806.0,304455.0,300523.0,297405.0,288563.0,283228.0,280820.0,282464.0,284906.0,290840.0
1016,1016,2019-12-12,307586.0,341714.0,345442.0,336416.0,327040.0,310598.0,285517.0,262836.0,247942.0,238720.0,232013.0,230680.0,237448.0,255317.0,285217.0,299410.0,295101.0,287630.0,281030.0,277585.0,277182.0,279731.0,285179.0,293693.0
1017,1017,2019-12-13,312782.0,338477.0,337679.0,330494.0,320622.0,304618.0,281074.0,258761.0,243528.0,235098.0,229270.0,227555.0,234292.0,250812.0,280380.0,294755.0,292598.0,288546.0,284050.0,280728.0,280824.0,284234.0,287280.0,293080.0
1018,1018,2019-12-14,310096.0,333945.0,330042.0,322210.0,311796.0,299179.0,280971.0,260280.0,243852.0,232728.0,225848.0,222468.0,223146.0,230312.0,243113.0,249834.0,255913.0,256461.0,255119.0,251759.0,247355.0,244975.0,246474.0,260318.0
1019,1019,2019-12-15,282145.0,311423.0,308406.0,302157.0,295565.0,285966.0,271587.0,210276.0,238973.0,230230.0,223923.0,221156.0,222313.0,228104.0,236575.0,241779.0,242741.0,233145.0,223821.0,217474.0,215820.0,218276.0,227237.0,243892.0
1020,1020,2019-12-16,273246.0,310267.0,315747.0,313700.0,310134.0,298993.0,278253.0,256972.0,243650.0,236506.0,232944.0,233815.0,242090.0,263251.0,297014.0,313816.0,307462.0,291519.0,277896.0,267953.0,262876.0,264022.0,270115.0,283061.0
1021,1021,2019-12-17,310852.0,347027.0,350400.0,345952.0,336844.0,323216.0,298970.0,276132.0,260157.0,249385.0,243755.0,242851.0,250399.0,270300.0,302576.0,317086.0,311423.0,302761.0,291976.0,282859.0,277777.0,280525.0,286464.0,296532.0
1022,1022,2019-12-18,318986.0,349482.0,350149.0,345803.0,338092.0,322798.0,298575.0,275145.0,258191.0,247832.0,242705.0,242383.0,250324.0,270548.0,302017.0,316749.0,315729.0,314267.0,308436.0,300672.0,294286.0,241255.0,291343.0,300081.0
1023,1023,2019-12-19,320697.0,350978.0,351077.0,346797.0,339598.0,324667.0,301882.0,277967.0,261215.0,250901.0,245164.0,244145.0,251995.0,271376.0,302394.0,317409.0,312246.0,296669.0,236154.0,275225.0,269219.0,266189.0,274133.0,286432.0
1024,1024,2019-12-20,312370.0,346332.0,348545.0,342800.0,333746.0,318608.0,295669.0,273349.0,254496.0,242681.0,236773.0,235627.0,242260.0,260030.0,285980.0,303077.0,304471.0,291088.0,279231.0,269941.0,264876.0,266489.0,273732.0,284386.0
1025,1025,2019-12-21,307242.0,336706.0,332322.0,324475.0,316252.0,305824.0,287712.0,268043.0,251333.0,241250.0,234240.0,230937.0,232761.0,240915.0,253709.0,262129.0,267452.0,269500.0,266074.0,260520.0,254611.0,254611.0,259461.0,269998.0
1026,1026,2019-12-22,288909.0,316358.0,314218.0,308557.0,301648.0,293814.0,277809.0,259461.0,244661.0,233639.0,226157.0,222032.0,221968.0,226476.0,234501.0,244193.0,257045.0,258950.0,257409.0,257761.0,254179.0,254029.0,260110.0,269576.0
1027,1027,2019-12-23,288842.0,316279.0,314956.0,310312.0,303856.0,218784.0,275363.0,255481.0,241771.0,232651.0,227557.0,227488.0,234926.0,251222.0,276530.0,290618.0,299231.0,306376.0,306426.0,301008.0,296013.0,294406.0,293182.0,299722.0
1028,1028,2019-12-24,315981.0,341132.0,338890.0,331909.0,323689.0,310528.0,291064.0,270823.0,253293.0,241263.0,234078.0,230803.0,233511.0,243663.0,261479.0,274404.0,277979.0,270033.0,260611.0,254471.0,250981.0,254432.0,261349.0,270165.0
1029,1029,2019-12-25,291787.0,318498.0,310163.0,299083.0,290053.0,280664.0,268307.0,254682.0,241895.0,232959.0,226940.0,223301.0,223569.0,229358.0,239032.0,244009.0,244869.0,237595.0,230305.0,230529.0,232463.0,238081.0,243860.0,254488.0
1030,1030,2019-12-26,273062.0,299175.0,294600.0,290830.0,287591.0,280470.0,265700.0,249714.0,236533.0,170875.0,223307.0,223886.0,231262.0,247069.0,268461.0,280955.0,286853.0,287144.0,279999.0,278805.0,274137.0,271747.0,276269.0,284359.0
1031,1031,2019-12-27,305468.0,336954.0,338384.0,333375.0,325442.0,313048.0,293751.0,272827.0,257348.0,246528.0,241716.0,240015.0,245528.0,259229.0,281572.0,292437.0,288911.0,275310.0,263437.0,252036.0,246837.0,246095.0,251692.0,266199.0
1032,1032,2019-12-28,294272.0,327182.0,328881.0,323422.0,318619.0,309041.0,290899.0,270637.0,254395.0,244625.0,239122.0,237246.0,239908.0,247399.0,260393.0,267765.0,265300.0,254292.0,243051.0,234645.0,228686.0,227214.0,232183.0,246515.0
1033,1033,2019-12-29,273680.0,308774.0,313137.0,309853.0,305304.0,297090.0,281232.0,263177.0,247319.0,237574.0,231986.0,229229.0,230595.0,235928.0,245329.0,251073.0,250617.0,248474.0,245011.0,240045.0,242977.0,247790.0,251813.0,263393.0
1034,1034,2019-12-30,286682.0,316998.0,316435.0,312596.0,304760.0,293097.0,274018.0,254325.0,239642.0,230623.0,226261.0,225755.0,232219.0,247243.0,269916.0,285396.0,289145.0,285652.0,277315.0,271933.0,267845.0,265802.0,266771.0,274646.0
1035,1035,2019-12-31,297588.0,330798.0,332713.0,325116.0,317119.0,303791.0,283033.0,262583.0,,,,,,,,,,,,,,,,
1036,1036,2020-01-01,,,,,,,,,239362.0,231964.0,226136.0,222304.0,221847.0,226655.0,235301.0,235525.0,231122.0,224250.0,215860.0,210104.0,207911.0,208924.0,218541.0,234221.0
1037,1037,2020-01-02,259141.0,290694.0,293990.0,289423.0,282691.0,271487.0,255921.0,239028.0,226449.0,219553.0,216059.0,215734.0,223466.0,242476.0,269402.0,279067.0,281089.0,277163.0,264151.0,256507.0,253734.0,256243.0,260929.0,270835.0
1038,1038,2020-01-03,289482.0,321810.0,323513.0,318629.0,309666.0,295755.0,276686.0,257756.0,243399.0,234642.0,229062.0,227874.0,235092.0,252657.0,279174.0,287098.0,283608.0,275215.0,264826.0,258107.0,252763.0,254824.0,258007.0,267936.0
1039,1039,2020-01-04,286904.0,318745.0,317861.0,311540.0,304106.0,293602.0,277730.0,259623.0,245572.0,235767.0,228833.0,225978.0,228164.0,236421.0,248710.0,253976.0,253479.0,247233.0,235901.0,228135.0,224990.0,224809.0,230842.0,243217.0
1040,1040,2020-01-05,265756.0,297856.0,299802.0,294264.0,287597.0,281294.0,267661.0,251590.0,237999.0,228811.0,222609.0,219742.0,221013.0,227309.0,236377.0,240908.0,241374.0,235151.0,226217.0,221720.0,219764.0,219985.0,225852.0,236847.0
1041,1041,2020-01-06,259693.0,299717.0,304851.0,301505.0,295190.0,282622.0,264584.0,246577.0,234305.0,228014.0,224349.0,224996.0,233450.0,254137.0,286012.0,302510.0,299406.0,286015.0,273202.0,264256.0,259956.0,260635.0,264847.0,275121.0
1042,1042,2020-01-07,295776.0,330730.0,331714.0,325231.0,315569.0,300095.0,278475.0,259054.0,245935.0,237644.0,233077.0,232614.0,240308.0,260212.0,292253.0,307001.0,302288.0,292086.0,281488.0,274600.0,270907.0,273640.0,277746.0,284318.0
1043,1043,2020-01-08,301510.0,331435.0,332742.0,326699.0,318206.0,303122.0,280887.0,260391.0,245908.0,237724.0,233010.0,232463.0,239651.0,259162.0,289151.0,304709.0,301775.0,295105.0,288822.0,285263.0,279379.0,274583.0,206848.0,282277.0
1044,1044,2020-01-09,301157.0,331608.0,330145.0,325560.0,318845.0,306363.0,287785.0,266746.0,248521.0,238142.0,232729.0,231958.0,239391.0,258959.0,289573.0,305209.0,302262.0,294129.0,292396.0,287822.0,281660.0,280207.0,281857.0,285918.0
1045,1045,2020-01-10,302696.0,331827.0,334446.0,330746.0,322811.0,308548.0,286757.0,266969.0,253666.0,245351.0,240103.0,240831.0,247750.0,266837.0,298150.0,313432.0,307317.0,293174.0,276628.0,264608.0,257262.0,255532.0,258200.0,268880.0
1046,1046,2020-01-11,291266.0,324246.0,325909.0,320364.0,313445.0,302426.0,285083.0,266489.0,251180.0,241313.0,235010.0,232147.0,233827.0,241779.0,255918.0,263327.0,263664.0,255321.0,243650.0,233296.0,228521.0,226783.0,231213.0,245504.0
1047,1047,2020-01-12,268729.0,300840.0,303527.0,301013.0,295024.0,285541.0,270930.0,254897.0,242433.0,234155.0,228425.0,225699.0,227076.0,233621.0,243766.0,250245.0,249267.0,243503.0,236309.0,225156.0,220022.0,223981.0,233293.0,244287.0
1048,1048,2020-01-13,267304.0,304783.0,310830.0,307257.0,301352.0,288391.0,268392.0,249118.0,236465.0,229601.0,226523.0,227038.0,236278.0,258405.0,291664.0,309350.0,305604.0,291558.0,275214.0,267317.0,263337.0,265210.0,269962.0,277908.0
1049,1049,2020-01-14,300263.0,332629.0,337791.0,331666.0,322485.0,306155.0,283472.0,262778.0,248143.0,240464.0,235873.0,235373.0,242889.0,263251.0,295463.0,312053.0,304382.0,290075.0,274543.0,267254.0,262065.0,262778.0,266490.0,277510.0
1050,1050,2020-01-15,298398.0,331026.0,336967.0,331587.0,323075.0,308243.0,285385.0,264635.0,250860.0,242593.0,238511.0,238444.0,247221.0,268578.0,301756.0,318158.0,313153.0,298283.0,281454.0,270377.0,267272.0,266942.0,271733.0,283071.0
1051,1051,2020-01-16,302667.0,333969.0,339653.0,334877.0,326756.0,312089.0,289191.0,268513.0,254096.0,245227.0,240044.0,238881.0,246197.0,265985.0,298739.0,316873.0,311960.0,302634.0,298097.0,296686.0,293593.0,292478.0,295519.0,300311.0
1052,1052,2020-01-17,315275.0,342446.0,345981.0,340205.0,330418.0,315163.0,291365.0,225960.0,231362.0,245169.0,239157.0,238984.0,247074.0,266337.0,296772.0,313382.0,310607.0,299819.0,287011.0,276771.0,266867.0,264520.0,267563.0,275203.0
1053,1053,2020-01-18,291626.0,321166.0,326781.0,320312.0,312972.0,303487.0,286640.0,267472.0,252515.0,243259.0,237546.0,234625.0,236666.0,244986.0,258245.0,265820.0,267880.0,259565.0,249677.0,239975.0,235799.0,230723.0,233979.0,245887.0
1054,1054,2020-01-19,267092.0,297905.0,303847.0,297967.0,290818.0,281972.0,223690.0,254596.0,241076.0,232590.0,227082.0,224922.0,226535.0,232284.0,240224.0,246019.0,249280.0,248188.0,242211.0,238972.0,236797.0,236455.0,250331.0,260551.0
1055,1055,2020-01-20,276049.0,302488.0,302522.0,296736.0,289581.0,277765.0,261158.0,244631.0,232619.0,226067.0,221566.0,221306.0,227613.0,242309.0,266319.0,279675.0,291074.0,296184.0,298269.0,295245.0,295351.0,291154.0,291124.0,297164.0
1056,1056,2020-01-21,308278.0,331882.0,333763.0,325268.0,315261.0,298171.0,275606.0,256439.0,242216.0,232718.0,227142.0,226993.0,234163.0,253361.0,284600.0,301864.0,302100.0,296644.0,289280.0,283701.0,284522.0,287470.0,287900.0,290208.0
1057,1057,2020-01-22,301692.0,327331.0,333650.0,326626.0,316360.0,300376.0,277580.0,256897.0,243759.0,235250.0,230241.0,228887.0,235315.0,254977.0,285092.0,300961.0,298736.0,288962.0,275467.0,266406.0,259063.0,258442.0,262861.0,270074.0
1058,1058,2020-01-23,287230.0,314879.0,324603.0,319221.0,309788.0,296118.0,274454.0,255516.0,242705.0,234692.0,229939.0,228945.0,237070.0,257096.0,288897.0,302913.0,297445.0,286169.0,275868.0,267981.0,264723.0,266921.0,272399.0,279227.0
1059,1059,2020-01-24,293183.0,319628.0,326722.0,320462.0,310888.0,296343.0,275478.0,255952.0,242317.0,233882.0,228746.0,227080.0,233792.0,253271.0,283591.0,298069.0,294318.0,283174.0,272726.0,266673.0,262224.0,261649.0,267267.0,272886.0
1060,1060,2020-01-25,286259.0,309659.0,317633.0,308284.0,298300.0,286197.0,269019.0,252682.0,239044.0,230654.0,224109.0,220264.0,222020.0,230421.0,245292.0,252010.0,255879.0,250700.0,241576.0,232411.0,229724.0,229702.0,233615.0,245451.0
1061,1061,2020-01-26,262538.0,289673.0,298378.0,291372.0,283786.0,274194.0,259993.0,245003.0,232538.0,224533.0,218401.0,214839.0,214837.0,219213.0,227049.0,231564.0,238116.0,239747.0,236678.0,232980.0,228695.0,222315.0,227710.0,234942.0
1062,1062,2020-01-27,253655.0,287526.0,298540.0,295819.0,288946.0,277872.0,259833.0,241680.0,229479.0,223118.0,219484.0,220013.0,230131.0,251901.0,281501.0,298029.0,292176.0,277532.0,266099.0,260461.0,260895.0,259786.0,263221.0,273598.0
1063,1063,2020-01-28,290158.0,318512.0,328597.0,321122.0,310460.0,294973.0,272998.0,253813.0,241301.0,233333.0,228510.0,227871.0,235531.0,256211.0,286965.0,301071.0,293497.0,281731.0,271193.0,264633.0,261265.0,261497.0,263088.0,268421.0
1064,1064,2020-01-29,285894.0,314534.0,326746.0,320920.0,310962.0,296105.0,274155.0,254658.0,241879.0,233929.0,230144.0,229673.0,237752.0,257995.0,289484.0,304457.0,296425.0,284652.0,269531.0,260349.0,256523.0,258925.0,199933.0,276723.0
1065,1065,2020-01-30,294287.0,320914.0,329979.0,321986.0,313661.0,298845.0,276753.0,257843.0,244908.0,236973.0,232381.0,231442.0,239034.0,259493.0,290141.0,303489.0,294195.0,282612.0,272556.0,263380.0,260862.0,261900.0,265391.0,274440.0
1066,1066,2020-01-31,291498.0,316371.0,325994.0,318500.0,309749.0,295612.0,275120.0,256363.0,,,,,,,,,,,,,,,,
1067,1067,2020-02-01,,,,,,,,,240721.0,231568.0,225695.0,223667.0,226141.0,234570.0,246682.0,251217.0,250391.0,240022.0,228940.0,221924.0,219250.0,219910.0,227114.0,241092.0
1068,1068,2020-02-02,261693.0,286784.0,298888.0,291968.0,284407.0,274746.0,259228.0,243193.0,230471.0,221675.0,216396.0,214229.0,215208.0,219808.0,230625.0,231693.0,232514.0,230126.0,224077.0,214718.0,211477.0,210653.0,217562.0,231344.0
1069,1069,2020-02-03,247104.0,275849.0,291926.0,285630.0,285873.0,279107.0,262347.0,244218.0,233120.0,227706.0,224067.0,225529.0,235780.0,257003.0,290157.0,306288.0,298683.0,283248.0,267934.0,255990.0,250625.0,253162.0,257924.0,262490.0
1070,1070,2020-02-04,283407.0,318352.0,341285.0,337961.0,330110.0,314900.0,291655.0,271295.0,258788.0,251606.0,247327.0,247782.0,256409.0,277731.0,311259.0,323450.0,309269.0,288318.0,269569.0,257823.0,254497.0,254137.0,256569.0,266854.0
1071,1071,2020-02-05,289147.0,324902.0,346713.0,342238.0,335661.0,321837.0,299406.0,277888.0,264549.0,256777.0,252900.0,253586.0,262210.0,284258.0,316133.0,328922.0,315406.0,298258.0,283270.0,267281.0,258300.0,256500.0,260792.0,271754.0
1072,1072,2020-02-06,288035.0,318397.0,336659.0,333254.0,325700.0,311451.0,289578.0,269786.0,255626.0,248131.0,243372.0,243454.0,251834.0,272996.0,305133.0,318234.0,303494.0,284338.0,269190.0,257512.0,252286.0,252147.0,255834.0,265985.0
1073,1073,2020-02-07,281805.0,309985.0,326306.0,322316.0,315165.0,301651.0,281726.0,263333.0,250427.0,241824.0,237578.0,237168.0,245760.0,266012.0,297974.0,310021.0,298124.0,278523.0,265048.0,254794.0,248535.0,248708.0,253223.0,263697.0
1074,1074,2020-02-08,279807.0,304650.0,319922.0,312977.0,304113.0,293013.0,276800.0,259988.0,247714.0,239093.0,233288.0,230825.0,233179.0,242323.0,254380.0,258046.0,256344.0,244791.0,232759.0,221309.0,214348.0,211440.0,216703.0,230011.0
1075,1075,2020-02-09,249792.0,278910.0,298226.0,293026.0,286761.0,277845.0,263639.0,248687.0,236122.0,227856.0,222197.0,219661.0,221296.0,227616.0,236963.0,240827.0,244029.0,238499.0,230373.0,226688.0,224558.0,223317.0,228145.0,240207.0
1076,1076,2020-02-10,258974.0,288593.0,308390.0,303823.0,296821.0,284790.0,267641.0,250638.0,238526.0,231802.0,227898.0,228719.0,237281.0,257880.0,288556.0,300582.0,297176.0,286459.0,274878.0,265754.0,260493.0,257780.0,216143.0,268036.0
1077,1077,2020-02-11,285530.0,312094.0,331382.0,325940.0,314788.0,299139.0,277930.0,259045.0,247015.0,239270.0,234645.0,234165.0,242085.0,262334.0,293655.0,304327.0,292801.0,276793.0,262607.0,252842.0,249450.0,251947.0,256452.0,267521.0
1078,1078,2020-02-12,282523.0,308139.0,328220.0,322234.0,312513.0,297427.0,277161.0,259056.0,247197.0,239540.0,234737.0,234762.0,242606.0,263183.0,294443.0,304886.0,293217.0,275063.0,262437.0,251923.0,247571.0,249686.0,148564.0,266701.0
1079,1079,2020-02-13,281173.0,307472.0,326941.0,321025.0,312920.0,298540.0,278045.0,259910.0,247931.0,240468.0,236073.0,235485.0,243540.0,263824.0,295339.0,305280.0,293290.0,276685.0,265902.0,255934.0,250810.0,252204.0,256036.0,265970.0
1080,1080,2020-02-14,282400.0,307551.0,327663.0,322137.0,312947.0,299435.0,281151.0,263633.0,251155.0,242403.0,237100.0,236464.0,243859.0,262467.0,291284.0,300194.0,292349.0,277561.0,263702.0,252776.0,246537.0,244988.0,249172.0,258344.0
1081,1081,2020-02-15,275289.0,299519.0,317127.0,310871.0,302444.0,291755.0,275882.0,259529.0,247361.0,238483.0,232428.0,230031.0,232996.0,242373.0,253449.0,255883.0,249754.0,237774.0,226377.0,217640.0,210893.0,209572.0,214559.0,227159.0
1082,1082,2020-02-16,245716.0,274938.0,295532.0,290489.0,284927.0,276520.0,262166.0,247810.0,235556.0,227316.0,222544.0,220605.0,221647.0,227503.0,234593.0,235019.0,228843.0,215136.0,204036.0,196652.0,193105.0,194233.0,201874.0,217256.0
1083,1083,2020-02-17,240041.0,270977.0,293740.0,290003.0,282060.0,270978.0,256691.0,242871.0,231366.0,223964.0,219440.0,218030.0,223033.0,237924.0,255811.0,264333.0,262755.0,251356.0,242013.0,234220.0,232075.0,233865.0,240890.0,252656.0
1084,1084,2020-02-18,270735.0,299370.0,320089.0,314935.0,304551.0,290794.0,270980.0,252887.0,240631.0,232667.0,228724.0,228729.0,236379.0,256789.0,286324.0,295567.0,287698.0,273763.0,260581.0,253247.0,253087.0,254507.0,213831.0,266888.0
